Timestamp,Arbitration_ID,DLC,Data,Class,SubClass
1597759320,366,7,31 F2 0A 31 30 00 01,Normal,Normal
1597759320,367,8,00 00 00 00 00 00 C4 0A,Normal,Normal
1597759320,368,8,00 00 00 00 00 F4 0A 40,Normal,Normal
1597759320,260,8,05 31 02 30 00 BD 4F 25,Normal,Normal
1597759320,436,4,00 00 00 04,Normal,Normal
1597759320,453,5,00 88 8C 00 D6,Normal,Normal
1597759320,38D,8,00 00 4D 00 B3 7F FE 08,Normal,Normal
1597759320,329,8,D6 C7 7E 8C 31 2C 00 10,Normal,Normal
1597759320,420,8,C0 1E 80 C8 FC 4F 6A 00,Normal,Normal
1597759320,164,4,00 08 1F DD,Normal,Normal
1597759320,421,8,FE 1F 00 FF E3 7F 00 86,Normal,Normal
1597759320,340,8,FC 03 00 E4 07 21 12 3C,Normal,Normal
1597759320,386,8,00 40 00 00 00 40 00 80,Normal,Normal
1597759320,251,8,F6 03 E7 18 00 F9 07 80,Normal,Normal
1597759320,2B0,6,D1 FF 00 07 C7 11,Normal,Normal
1597759320,389,8,00 00 00 30 00 00 76 00,Normal,Normal
1597759320,391,8,00 00 00 00 00 00 0F B8,Normal,Normal
1597759320,470,8,15 41 01 04 54 50 54 B9,Normal,Normal
1597759320,4F1,4,00 00 60 F1,Normal,Normal
1597759320,541,8,03 04 41 80 C0 00 00 04,Normal,Normal
1597759320,130,8,E8 7F B0 80 00 00 01 45,Normal,Normal
1597759320,140,8,F8 7F 00 6E 20 00 01 DE,Normal,Normal
1597759320,47F,8,04 D5 FF FF 00 7B 00 28,Normal,Normal
1597759320,153,8,20 A1 10 FF 00 FF 00 CF,Normal,Normal
1597759320,220,8,15 04 80 00 00 FF 3F 2E,Normal,Normal
1597759320,356,8,00 00 00 80 16 00 00 00,Normal,Normal
1597759320,366,7,31 F2 0A 31 30 00 01,Normal,Normal
1597759320,367,8,00 00 00 00 00 00 BF 0A,Normal,Normal
1597759320,368,8,00 00 00 00 00 F2 0A 40,Normal,Normal
1597759320,260,8,05 31 02 30 00 BD 4F 34,Normal,Normal
1597759320,4C9,8,00 00 00 00 00 00 00 00,Normal,Normal
1597759320,329,8,D6 C7 7E 8C 31 2C 00 10,Normal,Normal
1597759320,492,8,40 FE 0F 00 00 00 00 00,Normal,Normal
1597759320,490,8,00 00 08 21 00 70 3C 57,Normal,Normal
1597759320,164,4,00 08 01 B6,Normal,Normal
1597759320,340,8,FC 03 00 E4 17 21 0A 3C,Normal,Normal
1597759320,387,8,2A AD 5B 73 00 AD 08 00,Normal,Normal
1597759320,251,8,F6 03 E8 CD 00 F8 F7 7F,Normal,Normal
1597759320,2B0,6,D1 FF 00 07 38 D5,Normal,Normal
1597759320,381,8,80 C0 3F 00 00 F5 E2 05,Normal,Normal
1597759320,394,8,00 40 08 00 FF 93 19 FC,Normal,Normal
1597759320,485,4,03 00 00 00,Normal,Normal
1597759320,130,8,F0 7F A0 80 00 00 02 E7,Normal,Normal
1597759320,140,8,10 80 00 6E 20 00 02 32,Normal,Normal
1597759320,153,8,20 A1 10 FF 00 FF 10 DF,Normal,Normal
1597759320,220,8,14 A4 7F 00 00 FF 3F 3C,Normal,Normal
1597759320,495,8,00 00 61 0A 1D 02 87 6E,Normal,Normal
1597759320,500,8,01 07 00 00 0C 00 04 BB,Normal,Normal
1597759320,356,8,00 00 00 80 16 00 00 00,Normal,Normal
1597759320,366,7,31 F2 0A 31 30 00 01,Normal,Normal
1597759320,367,8,00 00 00 00 00 00 BE 0A,Normal,Normal
1597759320,368,8,00 00 00 00 00 F2 0A 40,Normal,Normal
1597759320,260,8,05 31 02 30 00 BD 4F 07,Normal,Normal
1597759320,453,5,00 88 8C 00 A6,Normal,Normal
1597759320,38D,8,00 00 4D 00 BB 7F FE 04,Normal,Normal
1597759320,329,8,0F C7 7E 8C 31 2C 00 10,Normal,Normal
1597759320,420,8,D0 1E 80 C8 FC 4F 6A 00,Normal,Normal
1597759320,164,4,00 08 03 8C,Normal,Normal
1597759320,340,8,FC 03 00 E4 27 21 22 3C,Normal,Normal
1597759320,391,8,00 00 00 00 00 00 00 03,Normal,Normal
1597759320,421,8,FE 1F 00 FF E3 7F 00 77,Normal,Normal
1597759320,251,8,F6 03 E9 81 00 F8 07 80,Normal,Normal
1597759320,2B0,6,D1 FF 00 07 29 05,Normal,Normal
1597759320,389,8,00 00 00 30 00 00 67 00,Normal,Normal
1597759320,42D,8,00 00 00 00 00 D0 07 FA,Normal,Normal
1597759320,470,8,15 41 05 04 54 50 54 FD,Normal,Normal
1597759320,4F1,4,00 00 60 01,Normal,Normal
1597759320,53E,8,00 00 00 00 0C CF 00 00,Normal,Normal
1597759320,544,8,FF 77 FF FF 00 00 00 00,Normal,Normal
1597759320,553,8,00 01 19 02 01 00 80 00,Normal,Normal
1597759320,386,8,00 80 00 00 00 40 00 80,Normal,Normal
1597759320,48A,8,00 00 A7 40 03 02 60 F7,Normal,Normal
1597759320,58B,8,33 00 00 00 00 00 00 00,Normal,Normal
1597759320,130,8,00 80 B0 80 00 00 03 B4,Normal,Normal
1597759320,140,8,10 80 00 6E 20 00 03 2F,Normal,Normal
1597759320,48C,8,FC 30 03 00 00 00 00 00,Normal,Normal
1597759320,153,8,20 A1 10 FF 00 FF 20 EF,Normal,Normal
1597759320,220,8,12 04 80 00 00 FF 3F 4D,Normal,Normal
1597759320,47F,8,04 D6 FF FF 00 7B 00 E2,Normal,Normal
1597759320,356,8,00 00 00 80 16 00 00 00,Normal,Normal
1597759320,366,7,31 F0 0A 31 30 00 01,Normal,Normal
1597759320,367,8,00 00 00 00 00 00 C1 0A,Normal,Normal
1597759320,368,8,00 00 00 00 00 F2 0A 40,Normal,Normal
1597759320,260,8,05 31 02 30 00 BD 4F 16,Normal,Normal
1597759320,520,8,00 00 00 00 00 00 00 00,Normal,Normal
1597759320,329,8,0F C7 7E 8C 31 2C 00 10,Normal,Normal
1597759320,44E,8,00 00 00 00 00 00 00 00,Normal,Normal
1597759320,572,8,00 00 00 00 00 00 00 00,Normal,Normal
1597759320,164,4,00 08 05 C2,Normal,Normal
1597759320,340,8,FC 03 00 E4 37 21 3A 3C,Normal,Normal
1597759320,394,8,00 60 08 00 FF 93 17 FC,Normal,Normal
1597759320,387,8,2A AD 5B 73 00 AE 09 00,Normal,Normal
1597759320,251,8,F6 03 EA B0 00 F9 07 80,Normal,Normal
1597759320,2B0,6,D1 FF 00 07 1A 68,Normal,Normal
1597759320,381,8,80 C8 3F 00 00 F6 3C 05,Normal,Normal
1597759320,49F,8,7F FF 00 00 00 03 00 00,Normal,Normal
1597759320,130,8,F4 7F 8C 80 00 00 04 C3,Normal,Normal
1597759320,140,8,2C 80 00 6E 20 00 04 11,Normal,Normal
1597759320,153,8,20 A1 10 FF 00 FF 30 FF,Normal,Normal
1597759320,220,8,14 04 80 00 00 FF 3F 5F,Normal,Normal
1597759320,356,8,00 00 00 80 24 00 00 00,Normal,Normal
1597759320,260,8,05 31 02 30 00 BD 4F 25,Normal,Normal
1597759320,366,7,31 F0 0A 31 30 00 01,Normal,Normal
1597759320,367,8,00 00 00 00 00 00 C1 0A,Normal,Normal
1597759320,368,8,00 00 00 00 00 F0 0A 40,Normal,Normal
1597759320,38D,8,00 00 4D 00 C3 7F FE 40,Normal,Normal
1597759320,329,8,0F C7 7E 8C 31 2C 00 10,Normal,Normal
1597759320,420,8,E0 1E 80 C8 FC 4F 6A 00,Normal,Normal
1597759320,164,4,00 08 07 F8,Normal,Normal
1597759320,340,8,FC 03 00 E4 47 21 72 3C,Normal,Normal
1597759320,386,8,00 C0 00 00 00 40 00 80,Normal,Normal
1597759320,251,8,F6 03 EB DA 00 F9 07 80,Normal,Normal
1597759320,2B0,6,D1 FF 00 07 0B B8,Normal,Normal
1597759320,391,8,00 00 00 00 00 00 01 1E,Normal,Normal
1597759320,421,8,FE 1F 00 FF E3 7F 00 68,Normal,Normal
1597759320,389,8,00 00 00 30 00 00 58 00,Normal,Normal
1597759320,453,5,00 88 8C 00 B6,Normal,Normal
1597759320,470,8,15 41 01 04 54 50 54 41,Normal,Normal
1597759320,4F1,4,20 00 60 11,Normal,Normal
1597759320,50C,8,C0 FF 00 B8 05 50 00 32,Normal,Normal
1597759320,52A,8,00 00 00 00 02 00 00 88,Normal,Normal
1597759320,559,8,00 00 00 00 00 00 00 00,Normal,Normal
1597759320,5B0,4,20 15 00 00,Normal,Normal
1597759320,5CD,8,00 00 00 00 00 00 00 00,Normal,Normal
1597759320,130,8,F8 7F A0 80 00 00 05 66,Normal,Normal
1597759320,140,8,04 80 00 6E 20 00 05 B1,Normal,Normal
1597759320,47F,8,04 D7 FF FF 00 7B 00 A4,Normal,Normal
1597759320,153,8,20 A1 10 FF 00 FF 40 0F,Normal,Normal
1597759320,220,8,10 84 80 00 00 FF 3F 6B,Normal,Normal
1597759320,356,8,00 00 00 80 24 00 00 00,Normal,Normal
1597759320,260,8,05 31 02 30 00 BD 4F 34,Normal,Normal
1597759320,366,7,31 F0 0A 31 30 00 01,Normal,Normal
1597759320,367,8,00 00 00 00 00 00 C8 0A,Normal,Normal
1597759320,368,8,00 00 00 00 00 F0 0A 40,Normal,Normal
1597759320,436,4,00 00 00 04,Normal,Normal
1597759320,329,8,0F C7 7E 8C 31 2C 00 10,Normal,Normal
1597759320,410,8,60 12 40 00 01 00 00 00,Normal,Normal
1597759320,164,4,00 08 09 5E,Normal,Normal
1597759320,340,8,FC 03 00 E4 57 21 6A 3C,Normal,Normal
1597759320,387,8,2A AD 5B 73 00 AF 0A 00,Normal,Normal
1597759320,251,8,F7 03 EC 38 00 F9 17 80,Normal,Normal
1597759320,2B0,6,D1 FF 00 07 7C B2,Normal,Normal
1597759320,381,8,80 C8 3F 00 00 F7 70 05,Normal,Normal
1597759320,394,8,00 80 08 00 FF 93 15 FC,Normal,Normal
1597759320,130,8,EC 7F B0 80 00 00 06 7F,Normal,Normal
1597759320,140,8,E8 7F 00 6E 20 00 06 34,Normal,Normal
1597759320,153,8,20 A1 10 FF 00 FF 50 1F,Normal,Normal
1597759320,220,8,12 E4 7F 00 00 FF 3F 7A,Normal,Normal
1597759320,507,4,08 00 00 01,Normal,Normal
1597759320,356,8,00 00 00 80 24 00 00 00,Normal,Normal
1597759320,366,7,31 F0 0A 31 30 00 01,Normal,Normal
1597759320,367,8,00 00 00 00 00 00 C8 0A,Normal,Normal
1597759320,368,8,00 00 00 00 00 F0 0A 40,Normal,Normal
1597759320,260,8,05 31 02 30 00 BD 4F 07,Normal,Normal
1597759320,412,8,80 00 00 0C 10 00 00 00,Normal,Normal
1597759320,453,5,00 88 8C 00 86,Normal,Normal
1597759320,38D,8,00 00 4D 00 CB 7F FE 4C,Normal,Normal
1597759320,329,8,0F C7 7E 8C 31 2C 00 10,Normal,Normal
1597759320,420,8,F0 1E 80 C8 FC 4F 6A 00,Normal,Normal
1597759320,164,4,00 08 0B 64,Normal,Normal
1597759320,421,8,FE 1F 00 FF E3 7F 00 59,Normal,Normal
1597759320,340,8,FC 03 00 E4 67 21 42 3C,Normal,Normal
1597759320,386,8,00 00 00 40 00 40 00 80,Normal,Normal
1597759320,251,8,F6 03 ED 34 00 F8 07 80,Normal,Normal
1597759320,2B0,6,D1 FF 00 07 6D 62,Normal,Normal
1597759320,389,8,00 00 00 30 00 00 49 00,Normal,Normal
1597759320,391,8,00 00 00 00 00 00 02 39,Normal,Normal
1597759320,470,8,15 01 04 04 50 50 54 45,Normal,Normal
1597759320,484,8,30 01 02 00 00 00 FC 3E,Normal,Normal
1597759320,485,4,03 00 00 00,Normal,Normal
1597759320,490,8,00 00 08 21 00 80 3C B5,Normal,Normal
1597759320,492,8,40 FE 0F 00 00 00 00 C4,Normal,Normal
1597759320,4F1,4,20 00 60 21,Normal,Normal
1597759320,50E,8,00 00 00 20 0A 00 00 00,Normal,Normal
1597759320,568,8,00 00 00 8D 80 41 00 00,Normal,Normal
1597759320,130,8,10 80 88 80 00 00 07 21,Normal,Normal
1597759320,140,8,F8 7F 00 6E 20 00 07 90,Normal,Normal
1597759320,220,8,14 64 7F 00 00 FF 3F 8C,Normal,Normal
1597759320,153,8,20 A1 10 FF 00 FF 60 2F,Normal,Normal
1597759320,47F,8,04 D8 FF FF 00 7B 00 61,Normal,Normal
1597759320,356,8,00 00 00 80 24 00 00 00,Normal,Normal
1597759320,366,7,31 EC 0A 31 30 00 01,Normal,Normal
1597759320,367,8,00 00 00 00 00 00 CA 0A,Normal,Normal
1597759320,368,8,00 00 00 00 00 F0 0A 40,Normal,Normal
1597759320,4CB,8,00 00 00 00 00 00 00 00,Normal,Normal
1597759320,53B,8,00 00 00 00 00 00 00 00,Normal,Normal
1597759320,260,8,05 31 02 30 00 BD 4F 16,Normal,Normal
1597759320,5A6,8,00 00 00 00 00 00 00 00,Normal,Normal
1597759320,329,8,0F C7 7E 8C 31 2C 00 10,Normal,Normal
1597759320,394,8,00 A0 08 00 FF 93 13 FC,Normal,Normal
1597759320,164,4,00 08 0D 2A,Normal,Normal
1597759320,340,8,FC 03 00 E4 77 21 5A 3C,Normal,Normal
1597759320,387,8,2A AD 5B 73 00 B0 0B 00,Normal,Normal
1597759320,251,8,F6 03 EE 8A 00 F8 07 80,Normal,Normal
1597759320,2B0,6,D1 FF 00 07 5E 0F,Normal,Normal
1597759320,381,8,80 C0 3F 00 00 F8 D9 05,Normal,Normal
1597759320,48A,8,00 00 C7 40 03 02 60 A9,Normal,Normal
1597759320,58B,8,33 00 00 00 00 00 00 00,Normal,Normal
1597759320,130,8,F4 7F 88 80 00 00 08 EA,Normal,Normal
1597759320,140,8,10 80 00 6E 20 00 08 E0,Normal,Normal
1597759320,153,8,20 A1 10 FF 00 FF 70 3F,Normal,Normal
1597759320,220,8,0F A4 7F 00 00 FF 3F 99,Normal,Normal
1597759320,356,8,00 00 00 80 24 00 00 00,Normal,Normal
1597759320,366,7,31 EE 0A 31 30 00 01,Normal,Normal
1597759320,367,8,00 00 00 00 00 00 C8 0A,Normal,Normal
1597759320,368,8,00 00 00 00 00 EC 0A 40,Normal,Normal
1597759320,260,8,05 31 02 30 00 BD 4F 25,Normal,Normal
1597759320,453,5,00 88 8C 00 96,Normal,Normal
1597759320,470,8,15 41 05 04 54 50 54 49,Normal,Normal
1597759320,329,8,4A C7 7E 8C 31 2C 00 10,Normal,Normal
1597759320,38D,8,00 00 4D 00 D3 7F FE 58,Normal,Normal
1597759320,483,8,17 00 00 00 00 00 00 00,Normal,Normal
1597759320,164,4,00 08 0F 10,Normal,Normal
1597759320,340,8,FC 03 00 E4 87 21 D2 3C,Normal,Normal
1597759320,391,8,00 00 00 00 00 00 03 24,Normal,Normal
1597759320,251,8,F6 03 EF C6 00 F8 F7 7F,Normal,Normal
1597759320,2B0,6,D1 FF 00 07 4F DF,Normal,Normal
1597759320,420,8,00 1E 80 C8 FC 4F 6A 00,Normal,Normal
1597759320,421,8,FE 1F 00 FF E3 7F 00 4A,Normal,Normal
1597759320,4A9,8,00 00 00 00 00 00 00 00,Normal,Normal
1597759320,4F1,4,00 00 60 31,Normal,Normal
1597759320,386,8,00 40 00 40 00 40 00 80,Normal,Normal
1597759320,50A,8,0A 00 00 00 00 00 00 00,Normal,Normal
1597759320,389,8,00 00 00 30 00 00 3A 00,Normal,Normal
1597759320,53F,8,00 00 00 00 00 00 00 00,Normal,Normal
1597759320,130,8,F8 7F 98 80 00 00 09 A2,Normal,Normal
1597759320,140,8,00 80 00 6E 20 00 09 44,Normal,Normal
1597759320,153,8,20 A1 10 FF 00 FF 80 4F,Normal,Normal
1597759320,220,8,0F 04 80 00 00 FF 3F A8,Normal,Normal
1597759320,47F,8,04 D9 FF FF 00 7B 00 27,Normal,Normal
1597759320,356,8,00 00 00 80 24 00 00 00,Normal,Normal
1597759320,366,7,31 EE 0A 31 30 00 01,Normal,Normal
1597759320,367,8,00 00 00 00 00 00 BF 0A,Normal,Normal
1597759320,368,8,00 00 00 00 00 EE 0A 40,Normal,Normal
1597759320,260,8,05 31 02 30 00 BD 4F 34,Normal,Normal
1597759320,479,8,4C 00 00 00 00 00 00 00,Normal,Normal
1597759320,329,8,4A C7 7E 8C 31 2C 00 10,Normal,Normal
1597759320,394,8,00 C0 08 00 FF 93 11 FC,Normal,Normal
1597759320,164,4,00 08 11 7B,Normal,Normal
1597759320,340,8,FC 03 00 E4 97 21 CA 3C,Normal,Normal
1597759320,387,8,2A AD 5B 73 00 B1 0C 00,Normal,Normal
1597759320,251,8,F7 03 F0 A0 00 F9 07 80,Normal,Normal
1597759320,2B0,6,D1 FF 00 07 B0 1B,Normal,Normal
1597759320,381,8,80 C8 3F 00 00 F9 9F 05,Normal,Normal
1597759320,130,8,F4 7F A8 80 00 00 0A 11,Normal,Normal
1597759320,140,8,E4 7F 00 6E 20 00 0A 13,Normal,Normal
1597759320,153,8,20 A1 10 FF 00 FF 90 5F,Normal,Normal
1597759320,220,8,11 C4 7F 00 00 FF 3F BB,Normal,Normal
1597759320,356,8,00 00 00 80 24 00 00 00,Normal,Normal
1597759320,366,7,31 EE 0A 31 30 00 01,Normal,Normal
1597759320,367,8,00 00 00 00 00 00 C2 0A,Normal,Normal
1597759320,368,8,00 00 00 00 00 EE 0A 40,Normal,Normal
1597759320,260,8,05 31 02 30 00 BD 4F 07,Normal,Normal
1597759320,436,4,00 00 00 04,Normal,Normal
1597759320,38D,8,00 00 4D 00 DB 7F FE 54,Normal,Normal
1597759320,420,8,10 1E 80 C8 FC 4F 6A 00,Normal,Normal
1597759320,421,8,FE 1F 00 FF E3 7F 00 3B,Normal,Normal
1597759320,389,8,00 00 00 30 00 00 2B 00,Normal,Normal
1597759320,164,4,00 08 13 41,Normal,Normal
1597759320,340,8,FC 03 00 E4 A7 21 E2 3C,Normal,Normal
1597759320,386,8,00 80 00 40 00 40 00 80,Normal,Normal
1597759320,251,8,F7 03 F1 CA 00 F9 07 80,Normal,Normal
1597759320,2B0,6,D1 FF 00 07 A1 CB,Normal,Normal
1597759320,391,8,00 00 00 00 00 00 04 77,Normal,Normal
1597759320,453,5,00 88 8C 00 66,Normal,Normal
1597759320,470,8,15 41 01 04 54 54 54 8D,Normal,Normal
1597759320,329,8,4A C7 7E 8C 31 2C 00 10,Normal,Normal
1597759320,4F1,4,20 00 60 41,Normal,Normal
1597759320,541,8,03 04 41 80 C0 00 00 04,Normal,Normal
1597759320,130,8,F0 7F 80 80 00 00 0B D3,Normal,Normal
1597759320,140,8,0C 80 00 6E 20 00 0B C5,Normal,Normal
1597759320,153,8,20 A1 10 FF 00 FF A0 6F,Normal,Normal
1597759320,220,8,13 64 7F 00 00 FF 3F CD,Normal,Normal
1597759320,47F,8,04 DA FF FF 00 7B 00 ED,Normal,Normal
1597759320,356,8,00 00 00 80 24 00 00 00,Normal,Normal
1597759320,366,7,31 FC 0A 31 30 00 01,Normal,Normal
1597759320,367,8,00 00 00 00 00 00 C1 0A,Normal,Normal
1597759320,368,8,00 00 00 00 00 EE 0A 40,Normal,Normal
1597759320,260,8,05 31 02 30 00 BD 4F 16,Normal,Normal
1597759320,329,8,4A C7 7E 8C 31 2C 00 10,Normal,Normal
1597759320,492,8,40 FE 0F 00 00 00 00 88,Normal,Normal
1597759320,490,8,00 00 08 21 00 90 3C 01,Normal,Normal
1597759320,164,4,00 08 15 0F,Normal,Normal
1597759320,340,8,FC 03 00 E4 B7 21 FA 3C,Normal,Normal
1597759320,387,8,2A AD 5B 73 00 B2 0D 00,Normal,Normal
1597759320,251,8,F6 03 F2 29 00 F9 07 80,Normal,Normal
1597759320,2B0,6,D1 FF 00 07 92 A6,Normal,Normal
1597759320,381,8,80 C0 3F 00 00 FA 41 05,Normal,Normal
1597759320,394,8,00 E0 08 00 FF 93 1F FC,Normal,Normal
1597759320,485,4,03 00 00 00,Normal,Normal
1597759320,130,8,00 80 94 80 00 00 0C 7B,Normal,Normal
1597759320,140,8,24 80 00 6E 20 00 0C 2B,Normal,Normal
1597759320,153,8,20 A1 10 FF 00 FF B0 7F,Normal,Normal
